"","x"
"3117","Elf Power"
"3118","Midi Miliz"
"3119","HA-ASH"
"3120","William S. Burroughs"
"3121","David Pack"
"3122","Switches"
"3123","Tears Run Rings"
"3124","Confessor"
"3125","The Move"
"3126","*Shels"
"3127","temposhark"
"3128","11/5"
"3129","Britny Fox"
"3130","Muff Potter"
"3131","They Live By Night"
"3132","The Five Stairsteps"
"3133","Millionaire"
"3134","Syl Johnson"
"3135","Greenslade"
"3136","Rapider Than Horsepower"
"3137","Robert Goulet"
"3138","Freddy Fender"
"3139","Bob Carlisle"
"3140","The Varukers"
"3141","The Union Underground"
"3142","Whitey Shafer"
"3143","Emmerson Nogueira"
"3144","Jawbox"
"3145","The Adverts"
"3146","Estopa"
"3147","Marc Almond"
"3148","Barrett Strong"
"3149","The Tear Garden"
"3150","Darin"
"3151","Jahn Teigen"
"3152","The Wake"
"3153","Brakes"
"3154","Ris Paul Ric"
"3155","Alex Kunnari"
"3156","David Sandström Överdrive"
"3157","Black Oak Arkansas"
"3158","Jan De Wilde"
"3159","Pussycat"
"3160","Aghora"
"3161","The Pink Spiders"
"3162","Go-Go's"
"3163","Charles Brown"
"3164","Julien Lourau"
"3165","Aswad"
"3166","Ohlson har semester production"
"3167","Los Abuelos De La Nada"
"3168","Candy Dulfer"
"3169","Albert King"
"3170","Benjy Ferree"
"3171","Legenda Aurea"
"3172","Alvin Lee"
"3173","Fragile State"
"3174","The Lillingtons"
"3175","Lee Dorsey"
"3176","Baby Mammoth"
"3177","Ebru Gündes"
"3178","Edgewater"
"3179","Junior Kelly featuring Chukki Starr"
"3180","Charley Pride"
"3181","Ry Cooder"
"3182","OOIOO"
"3183","The Scientists"
"3184","Mistress"
"3185","Mikey Spice"
"3186","Adam Green"
"3187","Kenny Dorham"
"3188","Jerry Butler"
"3189","Preluders"
"3190","TTC"
"3191","J-Live"
"3192","Heavy D & The Boyz"
"3193","Cleopatra"
"3194","Gary Hobbs"
"3195","Ed Harcourt"
"3196","Stomy Bugsy"
"3197","Hot Club Of Cowtown"
"3198","Mira Calix"
"3199","Larry Coryell"
"3200","Single File"
"3201","Jimmie Lunceford"
"3202","Dennis Ferrer"
"3203","Kid Carpet"
"3204","Bicycle Thief"
"3205","Paola & Chiara"
"3206","Trijntje Oosterhuis"
"3207","Pony Club"
"3208","The Sun"
"3209","Cloak/Dagger"
"3210","Brainpower"
"3211","Ghoti Hook"
"3212","DJ Fait"
"3213","Circus Devils"
"3214","Seguridad Social"
"3215","Eyehategod"
"3216","Critters Buggin"
"3217","Stacey Q"
"3218","Alice Coltrane"
"3219","Waking Ashland"
"3220","Azaxx"
"3221","Gripin"
"3222","Cheikh Lô"
"3223","Marah"
"3224","Pencey Prep"
"3225","Euge Groove"
"3226","Tanya Stephens"
"3227","Eric Marienthal"
"3228","Cérebro Eletrônico"
"3229","Shelleyan Orphan"
"3230","Attrition"
"3231","Cartel De Santa Featuring Mery Dee"
"3232","Edgar Winter"
"3233","Charred Walls Of The Damned"
"3234","Ayo"
"3235","Dissociactive"
"3236","Nylon Beat"
"3237","Tommy James And The Shondells"
"3238","Tommy James & The Shondells"
"3239","Blinded Black"
"3240","Hardrive"
"3241","Hardrive feat. L.G."
"3242","Crystal Eyes"
"3243","Chetes"
"3244","Bill Whelan"
"3245","Def Squad / Jamal"
"3246","Alien Sex Fiend"
"3247","George McCrae"
"3248","Lars Frederiksen And The Bastards"
"3249","Die Perlen"
"3250","Chris Connelly"
"3251","Spyro Gyra"
"3252","Foy Vance"
"3253","Maher Shalal Hash Baz"
"3254","Seymour Bits feat. Vodzuka Sempai"
"3255","Britta Persson"
"3256","Stone Cold Steve Austin"
"3257","Nubla"
"3258","Saian Supa Crew"
"3259","Ozric Tentacles"
"3260","Tommy Roe"
"3261","U96"
"3262","Inspectah Deck"
"3263","Michal Urbaniak"
"3264","Jump5"
"3265","H-Blockx"
"3266","Dust of Basement"
"3267","Love Is All"
"3268","Shenandoah"
"3269","Fly My Pretties"
"3270","Lunachicks"
"3271","Sammi Cheng"
"3272","Hope Of The States"
"3273","Alex Skolnick Trio"
"3274","All Natural"
"3275","Jona Lewie"
"3276","Shirley Scott"
"3277","Syleena Johnson"
"3278","Heavy Heavy Low Low"
"3279","Le Orme"
"3280","nor elle"
"3281","Tom Browne"
"3282","BlackHawk"
"3283","Maps"
"3284","Mark Eitzel"
"3285","Masta Ace Incorporated"
"3286","Ty Tabor"
"3287","Zero Hour"
"3288","Lily Holbrook"
"3289","Alek Stark"
"3290","John Otway"
"3291","David Torn"
"3292","Giorgio Moroder"
"3293","Giorgio Moroder / David Bowie"
"3294","End Of Fashion"
"3295","Alain Caron"
"3296","Autopilot Off"
"3297","Leningrad Cowboys"
"3298","Willie Hutch"
"3299","Frank Reyes"
"3300","Ann Peebles"
"3301","Tommy Flanagan"
"3302","Tom Lehrer"
"3303","Govi"
"3304","The Beloved"
"3305","Paul Cardall"
"3306","David Ruffin"
"3307","Enzo Jannacci"
"3308","Jeromes Dream"
"3309","Fabrizio Moro"
"3310","The Hentchmen"
"3311","The Ditty Bops"
"3312","Decoded Feedback"
"3313","Bernward Koch"
"3314","The Delgados"
"3315","Hundred Year Storm"
"3316","Michele Zarrillo"
"3317","Sierra Maestra"
"3318","Mojo Nixon"
"3319","System"
"3320","The Undisputed Truth"
"3321","Jimmy Reed"
"3322","Demis Roussos"
"3323","Fatso Jetson"
"3324","Elliot Goldenthal"
"3325","Two Cow Garage"
"3326","Ernie Halter"
"3327","Hjaltalin"
"3328","Emilie-Claire Barlow"
"3329","Scarlet's Remains"
"3330","Vern Gosdin"
"3331","Parallels"
"3332","So They Say"
"3333","Finley"
"3334","Tammi Terrell"
"3335","Ian Pooley"
"3336","lynch."
"3337","The Telescopes"
"3338","Baumer"
"3339","Jo Stafford"
"3340","Alex Gopher"
"3341","Discount"
"3342","xbxrx"
"3343","My Life With The Thrill Kill Kult"
"3344","Pink Turns Blue"
"3345","Dominique A"
"3346","Shamen"
"3347","Vladislav Delay"
"3348","Lisa Bund"
"3349","Vitamin X"
"3350","Gene Chandler"
"3351","Maryla Rodowicz"
"3352","Jocelyn Pook"
"3353","Tino Casal"
"3354","The Mount Fuji Doomjazz Corporation"
"3355","Gaudi"
"3356","Elysia"
"3357","Celtas Cortos"
"3358","The Beat"
"3359","Hank Jones"
"3360","Sunstorm"
"3361","Loikaemie"
"3362","Hopesfall"
"3363","The Legends"
"3364","Malcolm Middleton"
"3365","Max Tundra"
"3366","Spitalfield"
"3367","Kristian Meurman"
"3368","Vanilla Muffins"
"3369","Bleeding Hearts"
"3370","Laurent Garnier"
"3371","David Holmes presents The Free Association"
"3372","Casiotone For The Painfully Alone"
"3373","Girls Can't Catch"
"3374","Hird"
"3375","Absent Kid"
"3376","Rachel Portman"
"3377","Emma Pollock"
"3378","Lo Fidelity Allstars"
"3379","Monty Python"
"3380","Lil Keke"
"3381","Tina Arena"
"3382","Nuclear Assault"
"3383","Limbeck"
"3384","Deathlike Silence"
"3385","Adequate Seven"
"3386","New Mexican Disaster Squad"
"3387","Victor Démé"
"3388","Stellamara"
"3389","Blumentopf"
"3390","Stimming"
"3391","Kite Flying Society"
"3392","Lard"
"3393","Visage"
"3394","Big Dismal"
"3395","Christophe Willem"
"3396","Otis Taylor"
"3397","Suicide"
"3398","Reach The Sky"
"3399","Thee More Shallows"
"3400","Gloria Trevi"
"3401","Downset"
"3402","Naked Aggression"
"3403","Mario Vazquez"
"3404","Mario Vazquez featuring Fat Joe and Nox"
"3405","Soulphiction"
"3406","Ignominious Incarceration"
"3407","Heredeiros Da Crus"
"3408","Duchess Says"
"3409","Pill Wonder"
"3410","Euros Childs"
"3411","The Dictators"
"3412","Dave Edmunds"
"3413","Boy Hits Car"
"3414","Hunters & Collectors"
"3415","Bic Runga"
"3416","Francois Dubois"
"3417","Moodorama"
"3418","Albert Collins"
"3419","Alaska Y Los Pegamoides"
"3420","Inked In Blood"
"3421","Royal Gigolos"
"3422","Paula Koivuniemi"
"3423","Shantel"
"3424","PRIMAL FEAR"
"3425","Patti Page"
"3426","MODESELEKTOR FEAT. MAXIMO PARK"
"3427","Modeselektor"
"3428","Hepburn"
"3429","Lonesome River Band"
"3430","Tyler Bates"
"3431","Steeleye Span"
"3432","Longwave"
"3433","Boom Bip & Doseone"
"3434","Jhelisa"
"3435","Aromabar"
"3436","Vixen"
"3437","Daville"
"3438","Redd Kross"
"3439","Will Hoge"
"3440","Judee Sill"
"3441","Motel"
"3442","Dan Hicks & His Hot Licks"
"3443","The Manhattan Transfer"
"3444","Mad Professor"
"3445","James Blood Ulmer"
"3446","Graham Gouldman"
"3447","Big Mello"
"3448","Moby Grape"
"3449","Absu"
"3450","Sondaschule"
"3451","Count Bass D"
"3452","The Comsat Angels"
"3453","Jackie Mittoo"
"3454","Sergio Cammariere"
"3455","Vuokko Hovatta"
"3456","Republic"
"3457","Republica"
"3458","The Coral Sea"
"3459","Shotta"
"3460","Corde Oblique"
"3461","David deMaria"
"3462","Total Science"
"3463","Mark Medlock"
"3464","Redrama"
"3465","Alberto Plaza"
"3466","Ornette Coleman"
"3467","Michael Hoenig"
"3468","Rose Royce"
"3469","Mauro Picotto"
"3470","Chris T-T"
"3471","The High Strung"
"3472","Vickie Winans"
"3473","Robert Cray"
"3474","Stoa"
"3475","Teebee"
"3476","Jah Wobble"
"3477","Miguel Migs"
"3478","Dan Bern"
"3479","Harrie Jekkers"
"3480","Too Pure To Die"
"3481","Clube Do Balanço"
"3482","Clube Do Balanco"
"3483","Albert Hammond"
"3484","Masterboy"
"3485","Billy Vaughn"
"3486","Carnival in Coal"
"3487","Pupo"
"3488","Good Clean Fun"
"3489","Los Prisioneros"
"3490","Agent Alvin"
"3491","General Midi"
"3492","Leroy Hutson"
"3493","The Stanley Brothers;The Clinch Mountain Boys"
"3494","Frozen Plasma"
"3495","Brooke Waggoner"
"3496","Donald Byrd"
"3497","Miracle Fortress"
"3498","Spiral Stairs"
"3499","Ray Stevens"
"3500","Lorenzo Antonio"
"3501","Patrik Isaksson"
"3502","Die So Fluid"
"3503","The Shapeshifters"
"3504","Nimal"
"3505","Fabio Concato"
"3506","Ultrabeat"
"3507","Life Of Agony"
"3508","Paul Brown"
"3509","Biquini Cavadão"
"3510","Gemma Hayes"
"3511","C-Murder/Silkk The Shocker"
"3512","2raumwohnung"
"3513","Nasum"
"3514","Tania Maria"
"3515","Planet Asia"
"3516","Sofa"
"3517","Fredi"
"3518","Jan Eggum"
"3519","Throwing Muses"
"3520","Superfamily"
"3521","Trouble"
"3522","Mickey Gilley"
"3523","Eddy Arnold"
"3524","B*Witched"
"3525","Dianogah"
"3526","Blue System"
"3527","The Gasman"
"3528","Rio Reiser"
"3529","Lions Share"
"3530","Kate Walsh"
"3531","Solitude Aeturnus"
"3532","Permanent Me"
"3533","Varathron"
"3534","Alec Empire"
"3535","Rufus Thomas"
"3536","Michael Hedges"
"3537","Vain"
"3538","SEX MACHINEGUNS"
"3539","Stina Nordenstam"
"3540","Danny Breaks"
"3541","The Remains"
"3542","Sara Gazarek"
"3543","Krazy Baldhead"
"3544","Mandrill"
"3545","Sergio Contreras"
"3546","Jackie DeShannon"
"3547","Tourniquet"
"3548","Thelma Houston"
"3549","THE CHIFFONS"
"3550","The Honey Cone"
"3551","Cirrus"
"3552","Michèle Bernard"
"3553","Climie Fisher"
"3554","Element Eighty"
"3555","Fabienne Delsol"
"3556","Patrick Rondat"
"3557","Pop Will Eat Itself"
"3558","Anonymous 4"
"3559","Mr. SOS"
"3560","Bernard Herrmann"
"3561","Newcleus"
"3562","Minitel Rose"
"3563","England Dan & John Ford Coley"
"3564","Kammerflimmer Kollektief"
"3565","Lonnie Liston Smith"
"3566","Cul De Sac"
"3567","Calico System"
"3568","Texta"
"3569","Rivermaya"
"3570","Josh Gabriel"
"3571","Skids"
"3572","Bain Wolfkind"
"3573","Adorned Brood"
"3574","THE TOM ROBINSON BAND"
"3575","The Chantels"
"3576","Chantels"
"3577","Ralph Myerz And The Jack Herren Band"
"3578","Luka Bloom"
"3579","Quicksilver Messenger Service"
"3580","Samantha Fox"
"3581","Alain Goraguer"
"3582","Jesse Saunders"
"3583","Jesse Saunders featuring Twala Dawn"
"3584","Kim Waters"
"3585","Gay Dad"
"3586","Article One"
"3587","45 Grave"
"3588","Carptree"
"3589","R. Crumb And His Cheap Suit Serenaders"
"3590","Kawasaki 3P"
"3591","GZA/The Genius"
"3592","GZA/Genius"
"3593","Body Count"
"3594","31Knots"
"3595","AGATHODAIMON"
"3596","Greg Lake"
"3597","Ima Robot"
"3598","Galt MacDermot;Tom Pierson"
"3599","Emerson Hart"
"3600","Patric Catani"
"3601","Chiens De Paille"
"3602","The Dixie Cups"
"3603","Television Personalities"
"3604","Kultur Shock"
"3605","Princess Lover"
"3606","Palehorse"
"3607","Soul Mekanik"
"3608","Jennifer Warnes"
"3609","Marian McPartland / Oscar Peterson"
"3610","Marian McPartland / Teddy Wilson"
"3611","Molella"
"3612","The Classics IV"
"3613","Gerry & The Pacemakers"
"3614","Ultramagnetic MC's"
"3615","Grey Area"
"3616","Old Blind Dogs"
"3617","Kalle Baah"
"3618","Sham 69"
"3619","Sonny & Cher"
"3620","Duke Robillard"
"3621","DJ OZMA"
"3622","Holy Molar"
"3623","Andrew Spencer & The Vamprockerz"
"3624","Reinhard Mey"
"3625","Catherine Wheel"
"3626","Young Gunz / Beanie Sigel"
"3627","Redjetson"
"3628","Paula Toller"
"3629","Chaka Demus & Pliers"
"3630","The Queers"
"3631","Echobelly"
"3632","THE THREE DEGREES"
"3633","Outcry Collective"
"3634","Banaroo"
"3635","John Coltrane Quartet"
"3636","Jimmy Nail"
"3637","Blk Jks"
"3638","The Flies"
"3639","Lokua Kanza"
"3640","Saigon Kick"
"3641","88 Fingers Louie"
"3642","Jimmie Dale Gilmore"
"3643","All About Eve"
"3644","Skaos"
"3645","Fishbone"
"3646","And Also the Trees"
"3647","Soul II Soul"
"3648","Maria Arredondo"
"3649","Andy & Lucas"
"3650","PIERPOLJAK"
"3651","Big Bopper"
"3652","Nuyorican Soul"
"3653","Coca Carola"
"3654","Los Van Van"
"3655","The Farm"
"3656","IZZ"
"3657","Mercedes Sosa"
"3658","Thy Serpent"
"3659","Johnny Dowd"
"3660","Arthur Yoria"
"3661","Kontrafakt"
"3662","Hubert Kah"
"3663","Alex Smoke"
"3664","Dogwood"
"3665","Anthony Shakir"
"3666","Strangeways"
"3667","Chroma Key"
"3668","Fruit Bats"
"3669","Kris Kross"
"3670","Mississippi John Hurt"
"3671","Talkdemonic"
"3672","Vince Neil"
"3673","Blind Willie Johnson"
"3674","Sound Dimension"
"3675","Malente"
"3676","Dale Watson and His Lonely Stars"
"3677","La Hungara"
"3678","Miranda Lee Richards"
"3679","La Phaze"
"3680","Guy J"
"3681","Black Heat"
"3682","Duane Eddy"
"3683","Frank Raven"
"3684","Future Prophecies"
"3685","Miki Howard"
"3686","Color Me Badd"
"3687","Nacho Cano"
"3688","Lusine"
"3689","Andraé Crouch & Solid Gospel"
"3690","Crumbsuckers"
"3691","Joniveli"
"3692","Tommy Körberg"
"3693","Malvina Reynolds"
"3694","The Seeds"
"3695","Gob"
"3696","The Fairfield Four"
"3697","Mills Blue Rhythm Band"
"3698","Catfish Haven"
"3699","Poco"
"3700","Swanton Bombs"
"3701","Andrés Cepeda"
"3702","Witchcraft"
"3703","The Elgins"
"3704","Lucky Soul"
"3705","Mr Jones Machine"
"3706","Oblivians"
"3707","Nina Gordon"
"3708","Patricia Manterola"
"3709","Hi-Standard"
"3710","Ridgewalkers"
"3711","Lighthouse Family"
"3712","Colin Newman"
"3713","I:Cube"
"3714","Sue Foley"
"3715","Stephen Dale Petit"
"3716","Imagination"
"3717","Max Roach"
"3718","Swan Lake"
"3719","Elza Soares"
"3720","Chaser"
"3721","The Whitlams"
"3722","Neuraxis"
"3723","Piebald"
"3724","Eric Chase"
"3725","Adam Brand"
"3726","Humble Pie"
"3727","Division Day"
"3728","Codec & Flexor"
"3729","John Dahlbäck"
"3730","Mr. Vegas"
"3731","Ana Gabriel"
"3732","Beat Hackers"
"3733","Nolwenn Leroy"
"3734","Acoustic Alchemy"
"3735","Mario Lanza"
"3736","The Intruders"
"3737","Kim Leoni"
"3738","Bad Manners"
"3739","Stetsasonic"
"3740","Aled Jones"
"3741","Her Space Holiday"
"3742","The Wrens"
"3743","The Bastard Sons Of Dioniso"
"3744","Gabin featuring China Moses"
"3745","Lucybell"
"3746","T'Pau"
"3747","Balzac"
"3748","Duke Special"
"3749","Thunderstone"
"3750","Herbert Grönemeyer"
"3751","Mack 10 Featuring Ruka Puff & Bigga Brown"
"3752","Paul Mauriat"
"3753","The Five Keys"
"3754","Rupert Holmes"
"3755","STEELHEART"
"3756","Marlena Shaw"
"3757","Daniel Wanrooy"
"3758","ILS"
"3759","Solitary Experiments"
"3760","Butt Trumpet"
"3761","David Lanz"
"3762","Mugison"
"3763","Anggun"
"3764","Wagon Christ"
"3765","Niños Mutantes"
"3766","Cadence Weapon"
"3767","Vic Ruggiero"
"3768","Che Sudaka"
"3769","Chavez"
"3770","Andrew Weatherall"
"3771","Bezerra Da Silva"
"3772","Electro Hippies"
"3773","Kajagoogoo"
"3774","Guru Josh"
"3775","Pissed Jeans"
"3776","Bill Laswell"
"3777","Kenny Brown"
"3778","Firefall"
"3779","Bettie Serveert"
"3780","Jan Wayne"
"3781","Mickie Krause"
"3782","Tony Rice"
"3783","The Afghan Whigs"
"3784","Mael Mórdha"
"3785","Michel Camilo"
"3786","MYSA"
"3787","Mychael Danna"
"3788","Edward Shearmur"
"3789","Mr Hudson & The Library"
"3790","The Germs"
"3791","Silbermond"
"3792","Yesterday's New Quintet"
"3793","Franky Tunes"
"3794","Femi Kuti"
"3795","Atomic Rooster"
"3796","Steinski"
"3797","The Sugarcubes"
"3798","Inti Illimani"
"3799","Penta"
"3800","El Arrebato"
"3801","DJ Jean"
"3802","American Dog"
"3803","Dritte Wahl"
"3804","Beginner"
"3805","Panteón Rococó"
"3806","Sixtoo"
"3807","Fresh Moods"
"3808","Thuja"
"3809","Cars & Trains"
"3810","Lonnie Johnson"
"3811","Giovanni Allevi"
"3812","Tiny Tim"
"3813","The Scare"
"3814","White Skull"
"3815","Rüdiger Hoffmann"
"3816","2 Eivissa"
"3817","John Martyn"
"3818","Pastor Lopez"
"3819","Ola Magnell"
"3820","Jerry Rivera"
"3821","Riot"
"3822","Scatman John"
"3823","The Pietasters"
"3824","Everton Blender"
"3825","Georgie Fame"
"3826","The Earlies"
"3827","John Brown\'s Body"
"3828","John Brown's Body"
"3829","Harold Budd And Brian Eno"
"3830","Dodgy"
"3831","Electrocutango"
"3832","Hot Tuna"
"3833","Mission Of Burma"
"3834","Escuela de Odio"
"3835","John Mayall"
"3836","Dick Dale"
"3837","IV Thieves"
"3838","Glenn Morrison"
"3839","Jesse Cook"
"3840","Randy Crawford / Joe Sample"
"3841","Hacienda feat. Caitlin Devlin - ELK"
"3842","Caterina Valente"
"3843","Hatesphere"
"3844","Insomnium"
"3845","Prem Joshua"
"3846","The Cliks"
"3847","Spearmint"
"3848","Tigertailz"
"3849","La Lupita"
"3850","Rob De Nijs"
"3851","Mandy Patinkin"
"3852","Puretone"
"3853","Moya Brennan"
"3854","Planet Funk"
"3855","Bracket"
"3856","Maria McKee"
"3857","Pia Fraus"
"3858","O'Death"
"3859","Acid King"
"3860","X-Clan"
"3861","GROVER WASHINGTON_ JR."
"3862","Sloppy Seconds"
"3863","Boomkat"
"3864","Tiga & Zyntherius"
"3865","Ned's Atomic Dustbin"
"3866","Paolo Conte"
"3867","Prefab Sprout"
"3868","Lana Lane"
"3869","Divinefire"
"3870","Angel Canales_ Sabor"
"3871","Oliver Kalkofe"
"3872","Count Basic"
"3873","None More Black"
"3874","Patty Pravo"
"3875","Simon Webbe"
"3876","Morten Harket"
"3877","Air Miami"
"3878","Flotsam and Jetsam"
"3879","Merche"
"3880","Shurik'n"
"3881","Frauenarzt & Manny Marc"
"3882","Zebra"
"3883","Mount Sims"
"3884","Tom T. Hall"
"3885","Toru Takemitsu"
"3886","The Marcels"
"3887","Adam & The Ants"
"3888","Kid Dynamite"
"3889","Penguin Café Orchestra"
"3890","Software"
"3891","Homelife"
"3892","Hermeto Pascoal"
"3893","Gustavo Santaolalla"
"3894","Suzi Quatro"
"3895","Dubioza kolektiv"
"3896","Fort Knox Five"
"3897","Fort Knox Five featuring Mustafa Akbar"
"3898","Pat Metheny Group"
"3899","Solarstone Ft. Elizabeth Fields"
"3900","Bitch Alert"
"3901","Prisma"
"3902","Frog Pocket"
"3903","MyChildren MyBride"
"3904","The Mint Chicks"
"3905","Byetone"
"3906","The High Wire"
"3907","Bauchklang"
"3908","Daniel Lanois"
"3909","Alain Chamfort"
"3910","Benassi Bros. Feat. Sandy"
"3911","Benassi Bros ft. Violeta"
"3912","Benassi Bros ft. Sandy"
"3913","Jakobinarina"
"3914","Silicone Soul"
"3915","Clarence Carter"
"3916","Anouar Brahem_ Francois Couturier_ Jean-Louis Matinier"
"3917","Guru Guru"
"3918","Jungle Rot"
"3919","A*Teens"
"3920","The Deadly Snakes"
"3921","Gianmaria Testa"
"3922","Rolf Harris"
"3923","Hazel O'Connor"
"3924","Yo Yo Mundi"
"3925","Esquivel"
"3926","Scott Joplin"
"3927","Boston Spaceships"
"3928","Abra Moore"
"3929","Dominik Eulberg"
"3930","Ace Enders & A Million Different People"
"3931","Johnny Nash"
"3932","The Main Ingredient"
"3933","Venus Hum"
"3934","Jeff Scott Soto"
"3935","Bread"
"3936","Kevin Kern"
"3937","Enter the Haggis"
"3938","Preservation Hall Jazz Band"
"3939","2 Brothers On The 4th Floor"
"3940","Hot Rod Circuit"
"3941","Captain Jack"
"3942","Tiny Vipers"
"3943","The Rurals"
"3944","Thom Hell"
"3945","Cursor Miner"
"3946","Rocio Durcal"
"3947","Fugu"
"3948","Ricky Van Shelton"
"3949","Coldworker"
"3950","Secret Shine"
"3951","Spike Jones & His City Slickers"
"3952","Tim Buckley"
"3953","Los Auténticos Decadentes"
"3954","Top Billin"
"3955","Kiuas"
"3956","Soft"
"3957","Abuela Coca"
"3958","The Underwolves"
"3959","The Panic Division"
"3960","Tindersticks"
"3961","Leng Tch'e"
"3962","Molly Hatchet"
"3963","The Fortunes"
"3964","Philip Jeck"
"3965","Slavic Soul Party!"
"3966","Albert Cummings"
"3967","State Of Bengal"
"3968","Ayla"
"3969","Melody Club"
"3970","Psilodump"
"3971","Gino Vannelli"
"3972","STEVE TAYLOR"
"3973","Laaz Rockit"
"3974","Strawbs"
"3975","Tokyo Rose"
"3976","Slut"
"3977","Dash Rip Rock"
"3978","Mighty Clouds Of Joy"
"3979","Peter Murphy"
"3980","Love Battery"
"3981","Janiva Magness"
"3982","Fabrizio De Andrè"
"3983","Battle"
"3984","Working Week"
"3985","Wes Montgomery"
"3986","Polly Paulusma"
"3987","Padi"
"3988","Abysmal Dawn"
"3989","Mitsoura"
"3990","Floyd Cramer"
"3991","Shalamar"
"3992","Kristine W"
"3993","Tingsek"
"3994","Nicolas Repac"
"3995","Seabound"
"3996","Jerry Reed"
"3997","The Lancashire Hotpots"
"3998","TO/DIE/FOR"
"3999","Marvin Gaye / Kim Weston"
"4000","Sol Invictus"
"4001","Boredoms"
"4002","Johnny Osbourne"
"4003","TIMO TOLKKI"
"4004","McGuinness Flint"
"4005","Paint it Black"
"4006","Blood Red Throne"
"4007","Solex"
"4008","Quadro Nuevo"
"4009","Culture Kultür"
"4010","Oh Laura"
"4011","B-Tight feat. Raggaman"
"4012","Landing"
"4013","Oumou Sangare"
"4014","Regulations"
"4015","Malú"
"4016","Zombina And The Skeletones"
"4017","Benjamin Bates"
"4018","Scout Niblett"
"4019","Fredrika Stahl"
"4020","Sam Roberts"
"4021","Carcass"
"4022","Consumed"
"4023","Crosby & Nash"
"4024","Lullatone"
"4025","Pan-Pot"
"4026","Deep Blue Something"
"4027","Terry Riley"
"4028","Tye Tribbett & G.A."
"4029","Danny Williams"
"4030","Nesian Mystik"
"4031","Def Con Dos"
"4032","Dragonland"
"4033","Margo Guryan"
"4034","Die Krupps"
"4035","Lillian Axe"
"4036","All-Star United"
"4037","Nocturnal Rites"
"4038","Macabre"
"4039","Miljoonasade"
"4040","THE INK SPOTS"
"4041","The Contours"
"4042","Capleton"
"4043","Agoria"
"4044","Inner Circle"
"4045","Ascii Disko"
"4046","Men Of Standard"
"4047","Funki Porcini"
"4048","The Impressions"
"4049","Takagi Masakatsu"
"4050","Better Luck Next Time"
"4051","The Brian Jonestown Massacre"
"4052","Memphis Bleek / Rell"
"4053","Skepta"
"4054","April Wine"
"4055","Sash!"
"4056","Dinosaur Feathers"
"4057","Bros"
"4058","Unwound"
"4059","Dramarama"
"4060","Kingdom Come"
"4061","Archie Bronson Outfit"
"4062","Dorothy Ashby"
"4063","Julianna Barwick"
"4064","Chango Spasiuk"
"4065","Handsome Boy Modeling School"
"4066","Mr. Pit feat. Vicky Fee"
"4067","Sleater-kinney"
"4068","Jacek Sienkiewicz"
"4069","Two Witches"
"4070","Buck Owens"
"4071","Herman Dune"
"4072","Mick Ronson"
"4073","Freda Payne"
"4074","Jónsi & Alex"
"4075","Wet Wet Wet"
"4076","Bosse"
"4077","Tanita Tikaram"
"4078","Xploding Plastix"
"4079","King Curtis"
"4080","Nick Cave & Warren Ellis"
"4081","N.E.R.D."
"4082","Sylvester"
"4083","Cartola"
"4084","Rotting Christ"
"4085","Steve Bug"
"4086","El Tri"
"4087","The Vogues"
"4088","Ana Carolina"
"4089","Femme Fatale"
"4090","Marmaduke Duke"
"4091","Cannonball Adderley"
"4092","Peaches & Herb"
"4093","Babylon Circus"
"4094","Dennis Brown"
"4095","Mateo Messina"
"4096","Marc Moulin"
"4097","Only Crime"
"4098","Sonny Sharrock"
"4099","Giant Drag"
"4100","Carmen McRae"
"4101","M.F.S.B"
"4102","Kurupt"
"4103","CC Cowboys"
"4104","Tony Christie"
"4105","Augie March"
"4106","Oxia"
"4107","The Emotions"
"4108","Earthling"
"4109","Pastora Soler"
"4110","Sally Shapiro"
"4111","Part Chimp"
"4112","Pere Ubu"
"4113","Dario Marianelli"
"4114","Lasse Lindh"
"4115","Sleeping States"
"4116","Little Anthony and The Imperials"
"4117","Lost Boyz"
"4118","Jerry Cantrell"
"4119","Carl B."
"4120","The Tractors"
"4121","Lys Assia"
"4122","Randy Crawford"
"4123","Ampop"
"4124","Mary Wells"
"4125","A Balladeer"
"4126","The Bear Quartet"
"4127","Big Tymers / Juvenile / Lil Wayne"
"4128","Wallis Bird"
"4129","The Meteors"
"4130","Justin Faust"
"4131","The Forms"
"4132","Home Grown"
"4133","Pascal Comelade"
"4134","Manolo Garcia"
"4135","Mice Parade"
"4136","Noize Suppressor"
"4137","Fonky Family"
"4138","Deana Carter"
"4139","Larkin Grimm"
"4140","Alisha's Attic"
"4141","Pro-Pain"
"4142","Martha Reeves"
"4143","The Junior Varsity"
"4144","Rebecca Pidgeon"
"4145","Steve Wynn & The Miracle 3"
"4146","Dave Grusin"
"4147","Dave Grusin / Mike Fisher / Omar Hakim / Branford Marsalis / Marcus Miller"
"4148","Daniel Lemma"
"4149","The Grass Roots"
"4150","Bob Log III"
"4151","Fred Hammond"
"4152","Fettes Brot"
"4153","The Rumble Strips"
"4154","El Perro Del Mar"
"4155","Transvision Vamp"
"4156","Fiddler's Green"
"4157","Waltari"
"4158","Pariisin Kevät"
"4159","Pastor Troy"
"4160","Tankcsapda"
"4161","Esa"
"4162","Warrior King"
"4163","Pelle Carlberg"
"4164","iio"
"4165","Eisregen"
"4166","DJ Quik"
"4167","Postgirobygget"
"4168","Terri Walker"
"4169","Daryl Hall"
